@relation dataset

@attribute my_class_label {0,1}
@attribute text string

@data
0,'The G+C content of the DNA of ATCC 25539 was 28 mol\%.  '
0,'The G+C content of the DNA of this strain is 41.7 mol\%.'
0,'The G+C content of the DNA ranges from 37 to 38 mol\%.  '
0,'The G+C content of the DNA ranges from 39.5 to 40.3 mol\% (thermal denaturation). '
0,'The G+C content of the genomic DNA ranges from 42 to 44 mol\%.  '
0,'The G+C content of the type strain of the type species is 56.5 mol\%.  '
0,'The G+C contents of DNAs from the type strain and another strain were 34 mol\%.  '
0,'The G+C contents of DNAs from the type strain and three other strains were 36 mol\%.  '
0,'The genomic DNA G+ C content is 47.2 mol\%.'
0,'The genomic DNA G+ C content of the type strain is 36.9 mol\%.  '
0,'The genomic DNA G+ C content of the type strain is 40.5 mol\%.'
0,'The genomic DNA G+ C content of the type strain is 45.4 mol\%.'
0,'The genomic DNA G+ C content of the type strain of the type species is 50.9 mol\%.  '
0,'The guanine + cytosine content in the deoxyribonucleic acid is 37.5\%, as determined in a CsCl density gradient (Mandel and Lewin 1969).  '
0,'The guanine-plus-cytosine content of strain 758 DNA is 49.8 mol \% (as determined by high-performance liquid chromatography).'
0,'The guanine-plus-cytosine content of the deoxyribonucleic acid ranges from 35 to 41 mol\%.  '
0,'The guanine-plus-cytosine contents of the deoxyribonucleic acids of five strains ranged from 42.88 to 45.61 mol\% (thermal denaturation method). '
0,'The mol\% G+C of DNA is 55–57.  '
0,'The sole quinone is MK-6, and the DNA G+C content is 35 mol\%.  '
0,'The sole quinone is MK-6, and the G+ C content is 39 mol\%.  The '
0,'The type strain is JC2050T  (= IMSNU 14012T= KCTC 12050T= DSM 15301T); the DNA G+ C content of the type strain is 42 mol\%.  '
0,'The type strain is JC2052T (= IMSNU 14014T= KCTC 12052T= DSM 15282T); the DNA G+ C content of the type strain is 38 mol\%. '
0,'The guanine-plus-cytosine content of the DNA is 56 mol\%.  '
0,'The guanine-plus-cytosine content of the major DNA component is 62 mol\%, and the guanine-plus-cytosine content of the minor component is 55 mol\%.  '
0,'DNA base composition: 63.4 moles guanine + cytosine.  '
0,'The genomic DNA G+C content of the type strain is 56.5 mol\%.'
0,'The DNA G+C content of the type strain is 64.8 mol\% (Tm).  '
0,'The mol\% G+C of the DNA is 71.2 (Bd).  '
0,'The mol \% G+C is 65.3-65.8 (Bd) depending on strain.  A minor DNA component is present with G+C content of 54.8- 56.5\% depending on strain.  '
0,'Guanine plus cytosine content 64.4 mol\% by HPLC.  '
0,'G+C content of DNA is 62.7 mol\% (Tm).  '
0,'G+ C content was 59.8 mol\%.  '
0,'The G+C content of the type strain is 60.1 mol\% (Tm method).  '
0,'The G+C content of genomic DNA of the type strain is 56 mol\%.  '
0,'The genomic DNA G+C content is 65 mol\% (as determined by the thermal denaturation method).  '
0,'The DNA G+C content of the type strain is 63 mol\% as determined by HPLC.  '
0,'The DNA G+C content of the type strain of the only species in the genus is 61.0 mol\% (Tm method).  '
0,'The DNA G+C content of strain DS12T is 61.5 mol\% (Tm).'
0,'The molar G+C content of the DNA is 62.4\% (Tm).  '
0,'G+C content is 54.3– 54.5 mol\%.  '
0,'G+C content of the type strain, 68 mol\% (as determined by buoyant density).  '
0,'The DNA G+C content of the type strain is 64.9\% (as determined by HPLC).  '
0,'DNA base composition is 34.9 mol\% G+C (as determined by HPLC).'
0,'The DNA base composition of the type strain is 38.9 mol\% G+C (Tm).  '
0,'The DNA base composition is 39.5±0.3 mol\% G+C (as determined by HPLC). '
0,'The mean DNA G+C content is 31 mol\% (as determined by HPLC).  '
0,'The G+C content of DNA from strain SA was 25.5 mol\%'
0,'The DNA G+C content is 28 mol\% G+C.'
0,'G+C content of the DNA is 52.0 mo1\% (Tm) and 50.0 mol\% (HPLC).'
0,'The G + C content of the DNA is 47.7 mol\% (Tm) and 51 mol\% (HPLC).  '
0,'The G+C content of DNA of the only strain known so far is 54 mol\% (Tm).  '
0,'The DNA base composition is 59 mol\% G+C.  '
0,'The G+C contents range from 43 to 48 mol\% (44 mol\% for the type strain).  '
0,'The G +C content of the DNA of strain R15 is 44.9 mol\% (at melting temperature).  '
0,'DNA base composition is 38.7 mol \% G + C.  Cells '
0,'The genomic DNA G+C content is 40.1±1.3 or 41.1 mol\%, based on the Tm or HPLC method, respectively.  '
0,'The G+C content of the DNA of the type strain is 41.5 mol \% determined by HPLC.  The '
0,'The G+C content of the DNA of strain PL-15/HP is 32 mol\% (by chromatographic analysis of bases).  '
0,'DNA base composition of the type strain is 31 mol\% G+C (as determined by the thermal denaturation method).  '
0,'DNA G+C content of cells is about 50.0 mol\%.  '
0,'DNA base composition  31 mol \% G + C.  '
0,'The G+C content of the deoxyribonucleic acid is 57 mol\%.  '
0,'Mol\% G + C of the DNA is 33 to 38 (determined by buoyant density).  '
0,'Its genomic DNA G+C content is 33.3\% (HPLC method).'
0,'DNA base composition 45 mol\% G + C.  '
0,'The G + C content of the DNA is 29.4 mol\% (melting-point analysis) and 33.8 mol\% (direct nucleotide analysis).  '
0,'The G+C mol \% was 52.'
0,'The DNA base composition is 49.0 mol\% G+C, as determined by the thermal denaturation procedure (melting temperature, 88.8 to 90.0˚C) in this work.  '
0,'The G+C content of the deoxyribonucleic acid of the type strain is 33.7 mol\% and that of a similar strain (7LA) is 32.5 mol\%.'
0,'Moreover, determination of the G + C ratio was considerably higher for strains 161 and 162 (40.2 and 40.3\%, respectively) than for A. abactoclasticum (6-l), A. bactoclasticum (JR), A. varium (A-2), and A. intermedium (7LA), viz. 40.2 and 40.3\% versus 29.3, 33.7, 33.4, and 32.5\%, respectively.'
0,'The G+C content of the DNA is 30.0 mol\%, as determined by buoyant density, melting temperature, and HPLC methods.'
0,'The DNA G+C content is 38.3 +/- 1 mol\% (Bd method) or 37.6 +/- 1 mol\% (Tm method). '
0,'DNA G + C content (mol\%): 31.7-35.7 (Bd, Tm).'
0,'The G+C content of the deoxyribonucleic acid of both strains was close to 26 mol \%, and their genome size measured 1820 kbp.'
0,'The G+C content of the DNA is 31 +/- 1 mol\%, and the genome size is 1,465 kbp.'
0,'G+C content of DNA 26 +/- 1 mol\%, as determined by buoyant-density, melting-point, and high-performance liquid chromatography techniques.'
0,'The G+C content of the DNA is 29 +/- 1 mol\% as determined by the melting temperature method.'
0,'The G+C content of the DNA is 26.3 +/- 1 mol\% as determined by the melting temperature method and 27.0 +/- 1 mol\% as determined by the buoyant density method.'
0,'The G+C contents of the deoxyribonucleic acids of strains 23-6 and 27-31 were close to 25 mol\%. '
0,'DNA G+C content: 30-31 mol\% (Tm).'
0,'The G+C content was found to be 30 +/- 1 mol\%. '
0,'G + C content, 34 +/- 1 mol\%; genome size, 870 kbp.'
0,'The G+C content of the DNA is 28.3 mol\%, as determined by Bd, T, and HPLC methods.'
0,'The guanine-plus-cytosine content of the DNA of the type strain is 40.8 mol\% (as determined by a chromatographic analysis of bases).'
0,'The G+C content of the DNA is 29 +/- 1 mol\%, as determined by the buoyant density method.'
0,'According to Bergey’s Manual of Determinative Bacteriology (Holt, 1994), the DNA G+C content is 24.0–26.0 mol\%; the partial genome sequence of strain GM12 shows a G+C content of 23.0 mol\% (Lartigue et al., 2007).'
0,'The G+C content of strain 7LA is 32.5 mol\% (Bd).'
0,'DNA G+C content is 45 mol\%.'
0,'The G+C content of the genomic DNA is 45– 49.5 mol\%.'
0,'G+C content of DNA: 28 mol\%.'
0,'The mol\% G+C of the DNA is 71.2 (Bd).'
0,'The G+C content of the DNA is 27.4 +/- 1 mol\%, as determined by the buoyant density method.'
0,'The DNA G+C content of the type strain is 36.4 mol\% (Tm) and 37.3 mol\% (HPLC).'
0,'DNA G+C content is 60.0–60.5 mol\% (Tm).'
0,'The G + C content of the genomic DNA is 42 mol\%.'
0,'The average G+C content of the DNA is 25.0 mol\%, as determined by buoyant density, melting temperature, and HPLC techniques.'
0,'The DNA G+C content of the type strain is 37.6 mol\%.'
0,'The base composition (G+C content) of the DNA is 27.0 +/- 1 mol\% (buoyant density method).'
0,'The G +C content of the DNA is 43.0 mol\%.'
0,'Moreover, determination of the G + C ratio was considerably higher for strains 161 and 162 (40.2 and 40.3\%, respectively) than for A. abactoclasticum (6-l), A. bactoclasticum (JR), A. varium (A-2), and A. intermedium (7LA), viz.'
0,'G+ C content was 59.8 mol\%.'
0,'Mol \% G+C ranges from 39-44.'
0,'The guanine-plus-cytosine content of the major DNA component is 62 mol\%, and the guanine-plus-cytosine content of the minor component is 55 mol\%.'
0,'DNA G+C content is 64.2–64.9 mol\% (Tm method).'
0,'The G+C content of the DNA is 24.5 mol\%.'
0,'Guanosine plus cytosine content of DNA is 36.3 mol\%.'
0,'The G+C content of the DNA is 51.9 mol\% (as determined by HPLC).'
0,'The G+C content of the DNA is 27.5 +/- 1 mol\%.'
0,'The G+C content of the DNA is 26 mol\% as determined by the melting temperature method and 27 to 28 mol\% as determined by the buoyant density method.'
0,'Genomic DNA G+C content is 59.9 mol\%.'
0,'G + C content of DNA is about 38 mol\%.'
0,'DNA base composition 45 mol\% G+C.'
0,'The DNA G+C content of the type strain is 49 mol\%.'
0,'The DNA G+C content is 48-50 mol\% as determined by thermal denaturation.'
0,'The DNA base composition is 37 mol\% G+C.'
0,'G+C content of the type strain, 68 mol\% (as determined by buoyant density).'
0,'DNA G+C content of cells is about 50.0 mol\%.'
0,'The G+C content of the DNA is 64.9 mol\% (Tm).'
0,'The DNA G+C content of GX3T is 67.3 mol\% (Tm).'
0,'The G+C content of the DNA is 25 +/- 1mol\%, and the genome size is 1,390 kbp.'
0,'The DNA of strain MDB25T has a G+C content of 63.0 mol\% (HPLC method).'
0,'DNA base composition of the type strain is 33 mol\% G+ C (as determined by the thermal denaturation method).'
0,'L. adj. insolitus, unusual or uncommon; insolitum to denote unusual base composition) cells in logarithmic phase are long, motile, helical filaments that lack true cell walls.'
0,'Cells are pleomorphic, with irregular short rods and pleomorphic forms common during stationary phase and in suboptimal media.'
0,'Cells are irregularly coccoid, 1.0-2.0 µm in diameter, with a proteinaceous cell wall, and flagellated.'
0,'synthesize the nitrogen- fixing enzyme nitrogenase in a specific cell type, the diazocyte, a strategy to protect the oxygen-sensitive nitrogenase enzyme complex'
0,'Exhibits filamentous protrusions extending from the cell surface.'
0,'Slightly irregular cocci, about 1–6 µm in diameter, with extracellular flagella-like appendages which insert at one cell pole.'
0,'Endospores not formed.'
0,'Cells are regular to irregular cocci, 1–2 µm in diameter, occurring singly or in pairs.'
0,'They are from 0.8 to 1.5 µm wide and 2.0 to 3.0 µm long.'
0,'Cells are short (1- to 2-um) helical filaments (diameter 100 to 200 nm) that appear to be rapidly moving irregularly spheroidal bodies when logarithmic phase broth cultures are examined under dark-field illumination.'
0,'The cells were irregular cocci with peritrichous flagella.'
0,'Cells are slender, cylindrical, sometimes crooked rods that are 0.35-0.5 µm wide and 2.5 µm long and occur singly or in pairs, or in longer chains.'
0,'Often forms filaments and cyst-like coccoid cells.'
0,'Cocci of 0.8-1.2 µm in diameter, occurring as single cells, diplococci or small clusters of 2-5 cells.'
0,'The ends of the rods are often rounded.'
0,'Cells are filamentous, helical, and motile, vary from 200 to 300 nm in diameter, and lack true cell walls.'
0,'Chains of cells grow as long filaments which aggregate into bundles.'
0,'No pili or flagellae are observed.'
0,'Cells are primarily coccoid, ranging in diameter from 300 to 500 nm.'
0,'Flat, square cells that usually contain gas vesicles and PHA storage granules.'
0,'Cells are 0.6–1.2 µm in diameter with rigid, stalk-like protrusions on a subset (<2\%) of the population.'
0,'The cells are sometimes branched, without septa.'
0,'Cells are elliptical (0.9 to 1.0 width by 1.0 to 1.2 µm length), with one or two polar flagella, are wrapped by a capsule-like material, and frequently form loose aggregates.'
0,'Cells are nonhelical, lack true cell walls, and are either pleomorphic coccoidal or subcoccoidal (diameter, 200 to 300 nm) or occur as short, branched or unbranched filaments.'
0,'Cell diameter is 1.3 µm.'
0,'Cells occur singly or in pairs or chains and are coccobacilli (0.5–1.2 µm) with rounded ends.'
0,'Regular to irregular cocci, about 1.5 µm in diameter, occurring singly or in pairs.'
0,'Slightly irregular cells, 0.8 -2.5 µm in width, monopolar polytrichous flagellated.'
0,'The cells are nearly regular cocci, approximately 0.5– 0.8 lm in diameter.'
0,'The spherical heterocysts, 3-5 _ m in diameter, were usually located in the middle of the trichome, but also occasionally at the tip.'
0,'In growing cultures, cells are slightly irregular and uniform in size, between 0.9 and 1.3 µm in diameter.'
0,'In AKW with no added N, the trichomes developed only a single heterocyst and, rarely, one akinete.'
0,'The diameter of the cells is about 1 µm.'
0,'Round cells, usually occurring in pairs, tetrads and clusters, about 1.0 µm in diameter.'
0,'Endospores are absent.'
0,'Cells are regular to irregular cocci and variable in size (usually 0.8-2-0 µm).'
0,'Terminal spheres (\"golf-clubs\") appear during the exponential growth phase.'
0,'Irregularly coccoid cells, non-motile, 1.2-2 µm in diameter.'
0,'Rods are 5 to 10 by 0.5 to 1 µm.'
0,'Cells were pleomorphic, including boards (ca. 0.6 x 3-6 µm), disks, and cocci (0.5-1.5 µm).'
0,'The second morphotype had slightly elongated cylindrical cells with a length of 2.89 +/- 0.27 _m, width of 1.62 +/- 0.17 _m, and a length/width ratio of 1.78.'
0,'Protrusions of different kinds: prostheca-like, chains of bubbles, fimbriae network.'
0,'Occurring singly and in pairs.'
0,'During exponential growth under optimum conditions, cells elongate to up to 12 µm long.'
0,'At the end of the bloom, older filaments developed terminal segments of elongated colorless cells.'
0,'Electron micrographs reveal occasional internal membrane components.'
0,'Coccoid archaeon with cell diameters of 1.0-1-5 µm.'
0,'Gas vacuoles absent.'
0,'Cells are irregular cocci (0.5–1.0 µm in diameter) with single flagella and show blue–green fluorescence at 436 nm.'
0,Gram-negative.
0,Gram-variable.
0,'Gram-positive reaction.'
0,'Cells stain Gram-negative.'
0,'Gram negative.'
0,'Cells stain Gram-negative and have varying morphologies (short rods, flat tetragonal shapes or cocci) with dimensions ranging from 0.7 to 1.7 µm.'
0,'Pigmented red due to carotenoids.'
0,'2.0–5.0 x 0.5–0.8 µm.'
0,'Cell aggregates exhibit a bluish-green fluorescence at 420 nm.'
0,'Gram-negative irregular cocci with a diameter of about 1 µm.'
0,'The cells are gram-negative, irregular rods that occur singly without filaments, 0.6 by 1.5 to 2.5 µ.m in size; they undergo a morphological change to a coccoid shape during substrate deprivation and remain viable at room temperature for months.'
0,'Gram-positive rods, about 1.9 - 3.9 µm in length and 0.2 - 0.6 µm in diameter.'
0,'Cells are non-motile cocci with a diameter of 1–1.5 µm and Gram-variable, growing aggregately.'
0,'Cells are small, motile cocci with a diameter of 0.7–1.0 µm.'
0,'Cells are filamentous, helical, and motile and lack a cell wall.'
0,'Cells are cocci with a mean diameter of 1 µm (range 0-5-1.5 µm), motile with polar flagella.'
0,'Cells are cocci (diameter 0.6–1.4 µm) that are motile by the presence of polar flagella.'
0,'Pili and flagella are absent.'
0,'The cell envelope consists of a hexagonal S-layer lattice (spacing 28-4 nm).'
0,'Pleomorphic cells are bounded by a single unit membrane.'
0,'Unicellular diazotrophic cyanobacteria maintain a dynamic metabolic profile throughout the diurnal cycle.'
0,'Grows on liquid medium as irregular aggregates.'
0,'Pigmentation red-to-orange due to carotenoids.'
0,'Cells pass through filters having 0.45-µm pores, but most, are retained on filters having 0.22-µm pores.'
0,'Cells lack true cell walls.'
0,'The cells lack true cell walls.'
0,'Polar lipids are phosphatidylglycerol, the methyl ester of phosphatidylglycerophosphate, phosphatidylglycerosulfate and a single glycolipid (TGD-2).'
0,'Doubling time is approximately 12–13 h.  Nonmotile.'
0,'Motile, by means of polar tufts of flagella.'
0,Non-motile.
0,'Gliding motility present, involving rotation.'
0,'Motility was not observed.'
0,Motile.
0,Nonmotile.
0,'Motile cells occur occasionally.'
0,'Motility is not observed.'
0,'Cells lyse in less than 1 M NaCl.'
0,'Aminolipids, phospholipids, and glycolipids were absent.'
0,'Had tetra ether core lipids.'
0,'Cells lack a cell wall.'
0,'They are sensitive to lysis by 0.2 g of sodium dodecyl sulfate per liter.'
0,'Isopranyl ether lipids in the cell membrane.'
0,'The major polar lipids are the C20C20 and C20C25 derivatives of phosphatidylglycerol, phosphatidylglycerol phosphate methyl ester and S2-DGD.'
0,'Isolate has ether lipid membranes.'
0,'Cultures are easily lysed by detergents, e.g. by <0.1\% sodium dodecyl sulfate.'
0,'The polar lipids are C20C20 derivatives of PG, PGP-Me and S-DGD-1.'
0,'Cells are disintegrated by 0.001\% SDS or 0.01\% Triton X-100 in 2\% NaCl.'
0,'Cells contain archaeol and caldarchaeol as core lipids, aminopentanetetrol and glycerol as phospholipid polar head groups and galactose as glycolipid sugar, but glucose is absent.'
0,'Cell walls are composed of pseudomurein.'
0,'This glycolipid runs somewhat faster on the TLC plate than TGD-2, the glycolipid marker of Haloarcula.'
0,'Phosphatidylglycerosulfate is absent.'
0,'Lipids are mainly represented by one phospholipid and some minor components; core lipids are characteristically archaeol and caldarchaeol compounds in equal amounts.'
0,'The major glycolipid is TGD-2.'
0,'The main polar lipids are C20C20 and C20C25 derivatives of phosphatidylglycerol and phosphatidylglycerol phosphate.'
0,'The main cellular lipids are calditoglycerocaldiarchaeol (CGTE) and caldarchaeol.'
0,'Possesses phospholipids: PG, PGP-Me and PGS.'
0,'PGS and glycolipids were absent.'
0,'Possesses C20C20 and C20C25 diether core lipids and some unidentified glycolipids.'
0,'Cells contain phytanyl di- and tetraether lipids.'
0,'Cells contain C20C20 and C20C25 derivatives of phosphatidyl glycerol and phosphatidyl glycerol phosphate methyl ester, but lack phosphatidyl glycerol sulfate and sulfated glycolipid.'
0,'The polar lipids are phosphatidylglycerol and phosphatidylglycerophosphate methyl ester.'
0,'Possesses PG, PGP-Me, PGS, TGD-2, DGD and two unknown phospholipids.'
0,'Core lipids consist of 2,3-di-O-phytanyl- sn-glycerol and glycerol-dialkyl-glycerol.'
0,'The ether lipids are diphytanyl derivatives.'
0,'The major polar lipids are the C20C20 and C20C25 derivatives of PG, PGP-Me and S2-DGD.'
0,'Cell envelope composed of a cytoplasmic membrane (width: 4 nm), covered by an amorphous layer, 10-15 nm thick.'
0,'Cell envelope consists of a hexagonally arranged S-layer with a center-to-center spacing of the subunits of 15.8 nm.'
0,'Cells are sensitive to lysis by 0.2 g of sodium dodecyl sulfate per liter.'
0,'Polar lipids include phosphatidylglycerol, phosphatidylglycerol phosphate methyl ester, two major and one minor glycolipids similar to those of Natrinema pellirubrum and a unidentified glycolipid.'
0,'Major polar lipids are C20C20 and C20C25 derivatives of PG, PGP-Me and S-DGD.'
0,'Glycolipids and PGS not detected.'
0,'Main polar lipids are C20C20 and C20C25 derivatives of phosphatidylglycerol and phosphatidylglycerol phosphate.'
0,'Do not lyse after transfer into demineralized water or in 4\% Triton X-100 medium.'
0,'Cells are non-motile, extremely pleomorphic, occurring mainly as irregularly shaped cells (1.0–1.5 µm in diameter), particularly during the stationary phase, and as rods (1.5– 1.7 x 0.5–0.6 µm), especially during the exponential growth phase.'
0,'Cells are filamentous, helical, and motile, pass through filters with 450-, 300-, and 220-nm pores with a 10-fold loss of titer, and do not pass through filters with 100-nm pores.'
0,'Cells exhibit a tumbling motility by means of tufts of flagella.'
0,'Cells are pleiomorphic to spherical, about 0.6–1 µm in diameter, with a single flagellum and an S-layer.'
0,'Cells are irregular, motile cocci (diameter, 0.9–1.2 µm) and occur singly, in pairs, in tetracocci and in aggregates.'
0,'Cells are motile, rod-shaped (0.9–1.2 x 1.8–5.5 µm) and Gram-negative.'
0,'Cells are Gram-negative, motile, rod-shaped (3–10 x 0.4– 1.0 µm) and become coccoid in stationary cultures.'
0,'They are nonmotile and gram-positive.'
0,'Cells are Gram-negative and motile.'
0,'The cells are not motile, are not lysed in 1\% SDS (wt/vol), and stain Gram positively.'
0,'Cells are frequently surrounded by pilus- or fimbria-like appendages.'
0,'The sheath consists of annular hoops stacked to form the sheath tube.'
0,'Acidiphilic coccus that reduces sulfur.'
0,'Does not produce indole, hydrolyse starch or produce sulphide core lipids and several unidentified glycolipids.'
0,'Cocci and coccobacilli dominate when acetate or gluconate is added to the basal medium as carbon and energy source.'
0,'Optimum growth occurs at 250 g NaCl per liter with a high requirement of MgSO4 (40 g per liter).'
0,'Methanosarcina frisia grows in temperature range from 22 to 42˚C, with optimum growth at 36°C.'
0,'Fastest growth occurs at pH values between 7.5 and 7.9 (pH range for growth 6.3 to 8.0; no growth occurs at pH 6.0 or 8.5).'
0,'The optimal growth temperature was 20-25°C with growth observed between 15 and 45°C.'
0,'Growth between 60 and 93˚C (optimum: 75˚C pH 3.5 and 9 (optimum: pH 6.7), and 0.8 to 8\% NaCl (optimum: 2\%).'
0,'The optimum pH is 7.0; growth occurs from pH 5.3 to 8.4.'
0,'The temperature optimum is about 30 ˚C with growth occurring at 14–35 ˚C.'
0,'pH optimum 7.1 to 7.2 (range 6.5 to 8.5); temperature optimum 30˚C (range,10 to 30˚C).'
0,'Growth occurs at NaCl concentrations of 1.7–5.1 M, at Mg2+ concentrations of 0.05–0.7 M, at pH values in the range 6.0–8.5, and within the temperature range 25–55 ˚C.'
0,'Grows between pH 7.0 and 10.0, with an optimum at pH 9, and between 30 and 46 ˚C, with an optimum at 37 ˚C.'
0,'The NaCl range for growth is 2.2 M to saturation, with an optimum of 3.4 M NaCl.'
0,'Growth requires at least 1.7 M NaCl, optimally 2.6–4.3 M NaCl.'
0,'The temperature range for growth is 15 to 37°C.'
0,'The optimum pH is 7.6; growth occurs from pH 7.0 to 8.4.'
0,'Requires NaCl for growth.'
0,'Growth occurs at 18–45 ˚C with optimum growth around 37 ˚C.'
0,'Obligately barophilic between 95 and 100 ˚C and requires 15.0-175 MPa to grow at these temperatures.'
0,'Optimal temperature 37-40˚C.'
0,'pH relationship: Optimum, 7.5- 8.5; range: 6,5 - 10.0.'
0,'The optimal growth temperature is 35°C.'
0,'Temperature range 5-40˚C, with temperature optimum of 35˚C.'
0,'Optimal growth at 90˚C and pH 5.7.'
0,'Requires 15 to 30\% NaCl for growth; optimum, 20\% (3.5 M NaCl).'
0,'The temperature range for growth is 18 to 37°C; optimum growth occurs at 30°C.'
0,'No growth at 0 g per liter NaCl.'
0,'Extremely halophilic, growth occurring at NaCl concentrations between 100 g per liter and saturation.'
0,'Grows optimally in the presence of 20 to 40 g of Sea Salt per liter and at a pH around 8.'
0,'The temperature range for growth is 55–83 ˚C (optimum of 75 ˚C).'
0,'Grows at 1.7–4.3 M NaCl, with optimal growth at 3.1 M NaCl.'
0,'Optimal NaCl concentration, Mg2+ concentration, pH and temperature for growth are 3.9 M, 0.3 M, 7.5 and 37 ˚C, respectively.'
0,'The NaCl concentration range was 0.1 to 35 g per liter and the optimum NaCl concentration was 0.5 g per liter.'
0,'Growth occurs at temperatures in the range 38– 68 ˚C (optimum, 60 ˚C) and at pH 1.8–4.0 (optimum, pH 3.0).'
0,'It is a mesophile, with a temperature optima of about 35-40˚C.'
0,'Growth requires at least 1.7 M NaCl, optimally 3.0–4.3 M NaCl.'
0,'Good growth was observed in basal media containing 0 to 0.1 M NaCl.'
0,'The temperature range for growth is between 24 and 57 ˚C, with an optimum at 42–45 ˚C.'
0,'Optimum growth occurs at 32°C, and the doubling time at 32°C is 3.0 h. Serologically distinct from other established Spiroplasma species and putative groups.'
0,'Growth occurs at 25–50 ˚C (optimum 35–40 ˚C) and pH 6.0–9.0 (optimum pH 7.5).'
0,'Exponential cultures survive a 1-hour autoclaving at 121°C.'
0,'Growth occurs between 25-35°C with optimum growth at 30°C, and in concentrations of sea salts between 2-7\% (optimum at 5\%).'
0,'Cells lyse at NaCl concentrations less than 1.5 M.  Growth occurs between 1.5 M and at least 4.5 M NaCl.'
0,'The optimum temperature is between 30 and 47C.'
0,'Grows best at 70˚C and pH 4.2–4.8.'
0,'The pH and temperature ranges for growth are 6.0–8.5 (optimum at pH 7.0) and 25–50 ˚C (optimum at 37 ˚C), respectively.'
0,'Range of growth from pH 6.5 to 10.5 with the optimum around pH 9.0; growth from 1 to 6\% NaC1 with an optimum around 2-3\%.'
0,'Optimum growth at 88˚C.'
0,'Grows optimally at 0.2-0.3\% NaC1, and pH around 7.0.'
0,'Able to grow between pH pH 6 and 8.'
0,'Optimal NaCl concentration range, 1.7 to 2.5 M at 35°C; optimal MgCl2 concentration, 0.6 to 1.2 M (in the presence of 2 M NaCl).'
